,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
17007,2014-03-25,,,,,,,,,,,,,,,-0.2,0.2,6.6,,
17031,2014-03-26,,,,,,,,,,,,,,1.0,0.6,0.0,6.4,,
17055,2014-03-27,,,,,,,,,,,,,,,-0.2,0.2,6.2,,
17077,2014-03-28,,,,,,,,,,,,,,1.0,0.2,1.0,8.0,,
17101,2014-03-29,,,,,,,,,,,,,,1.0,-0.2,1.0,8.2,,
17125,2014-03-30,,,,,,,,,,,,,,,0.0,0.4,7.2,,
17139,2014-03-31,,,,,,,,,,,,,,,0.6,0.4,7.0,,
17163,2014-04-01,,,,,,,,,,,,,,1.0,0.4,-0.2,6.6,,1.0
17187,2014-04-02,,,,,,,,,,,,,,,0.0,0.0,6.4,,1.0
17211,2014-04-03,,,,,,,,,,,,,,,-0.2,0.6,6.8,,
17235,2014-04-04,,,,,,,,,,,,,,1.0,0.75,0.25,6.75,,
17259,2014-04-05,,,,,,,,,,,,,,1.0,1.0,1.0,8.0,,1.0
17283,2014-04-06,,,,,,,,,,,,,,,0.0,0.0,6.75,,
17307,2014-04-07,,,,,,,,,,,,,,,0.25,0.0,6.75,,1.0
17331,2014-04-08,,,,,,,,,,,,,,,0.0,0.0,6.4,,
17355,2014-04-09,,,,,,,,,,,,,,,0.0,0.0,6.4,,
17379,2014-04-10,,,,,,,,,,,,,,,-0.2,0.2,6.6,,
17403,2014-04-11,,,,,,,,,,,,,,1.0,0.8,0.2,6.6,,1.0
17427,2014-04-12,,,,,,,,,,,,,,,1.0,1.0,7.75,,
17451,2014-04-13,0.06821617232883435,7.135840909090908,22.9625625,94.7595,,,,13.136285714285714,148.7079375,,,,3.024,,-0.2,0.0,7.0,149.99465854575004,
17475,2014-04-14,0.0650244499509205,9.776017094017094,37.40679310344828,87.148,,,,9.2726,134.18866666666668,,,,16.794999999999998,1.0,0.4,0.4,7.4,130.3214893594701,
17499,2014-04-15,0.10020306145056895,15.248442528735632,21.106793103448275,,,,66.48949999999999,11.4804,174.2376129032258,,,,,,0.2,0.4,6.8,124.98771012693211,1.0
17523,2014-04-16,0.08589519140989736,280.77965333333333,23.558526315789475,,,,,9.343428571428571,128.27215789473684,,149.882,,,1.0,0.2,0.2,6.8,103.73873531818403,1.0
17547,2014-04-17,0.08151591851429837,12.149238461538461,31.434013698630135,,,,,8.453,87.8447,107.875,,,,,0.0,-0.2,6.0,85.94757747314338,
17571,2014-04-18,0.07688394772517218,31.563916666666664,35.75642696629214,,,,,10.7448,112.78629090909091,,,,,,0.6,0.8,7.2,153.86127941748683,1.0
17595,2014-04-19,0.2157844764147623,158.20301369863014,37.798321428571434,,,,,8.492,91.85538888888888,,,,,,1.0,1.0,8.0,81.78912822405505,
17619,2014-04-20,0.032867156570258786,4.8374342105263155,25.63794117647059,21.426333333333332,,,,12.6908,229.49076000000002,,,23.082,,,0.6,1.0,8.0,203.7089999880109,
17642,2014-04-21,0.0939812012375572,7.574054054054054,33.52606349206349,190.543,,,,8.4854,168.4252222222222,,,22.112,,,-0.2,0.0,6.4,140.31343637379734,
17666,2014-04-22,0.10722584231432682,28.436627705627703,32.11421951219512,,,,,9.2502,78.0037,,2.009,,3.1095,,0.5,1.0,7.25,72.92455771106941,
17690,2014-04-23,0.0960912896231939,9.857298701298701,36.364475,11.107,,,,12.363800000000001,116.9871,,,,12.223,1.0,0.2,0.2,6.2,87.6286666742961,1.0
17714,2014-04-24,0.07687226020351642,50.71955555555556,40.02313043478261,66.465,,,,7.932599999999999,79.18270967741937,,102.25166666666667,,18.629,1.0,0.0,-0.4,5.8,122.19837706206283,
17738,2014-04-25,0.11031263954857312,35.432356481481484,34.48015322580645,44.366,,,,10.7414,95.4386,137.239,,,12.975875,1.0,0.2,0.4,6.6,81.9017142928949,
17762,2014-04-26,0.28412269751531427,5.060025,35.66434782608695,55.83,,,,6.7463999999999995,77.81545454545454,59.343,,,,1.0,1.0,1.0,8.0,69.81427906834799,
17785,2014-04-27,0.07877714894532083,8.624797468354432,48.56990909090909,38.763,,,,11.5164,291.35266666666666,48.738,,,25.162,1.0,0.8,0.8,7.8,58.73485001325607,1.0
17807,2014-04-28,0.1600140056022409,5.49527868852459,38.68218181818182,60.423750000000005,,,,8.4936,111.70936842105263,,,26.402,,1.0,1.0,1.0,8.0,102.90014542666347,
17831,2014-04-29,0.09745980313029162,11.527897435897435,30.10172222222222,,,,,11.7508,75.91783333333335,,,,19.771,,0.6,0.4,6.6,68.56009093920392,
17855,2014-04-30,0.0840277777777778,8.223484615384615,42.41462244897959,18.7885,,,,9.156,118.08084210526316,,,,,,-0.2,0.2,6.2,114.48898483767651,
17879,2014-05-01,0.11682422969187674,14.106813397129187,25.795749999999998,,,,,7.0662,220.981,,,,,1.0,0.0,0.4,6.8,54.81780197832846,
17903,2014-05-02,0.14302874533992213,6.160168067226891,49.44520588235294,102.27333333333333,,,,10.108,114.8576842105263,36.207,106.02925,,12.076,,0.2,0.8,7.2,69.77464707108106,
17927,2014-05-03,0.04645748206553563,12.932478723404255,31.11765714285714,25.282,,,,9.117799999999999,129.28255555555555,,,,,1.0,0.0,0.8,7.8,97.74377503395084,
17951,2014-05-04,0.017517786099947207,6.435507692307692,38.245799999999996,77.555,,,,11.271799999999999,145.25754166666667,,,,,,-0.2,0.4,7.4,170.07042306203098,
17972,2014-05-05,0.0992824107043948,10.166183908045976,25.081181818181815,49.334,,,,7.6122499999999995,138.92388888888888,,,,,,0.25,0.25,6.5,138.57251725525694,1.0
136646,2014-02-23,,,,,,,,,,,,,,1.0,,,,,1.0
136650,2014-02-24,,,,,,,,,,,,,,1.0,,,,,1.0
136690,2014-03-02,,,,,,,,,,,,,,1.0,,,,,
136695,2014-03-04,,,,,,,,,,,,,,1.0,,,,,
136724,2014-03-08,,,,,,,,,,,,,,1.0,,,,,
136735,2014-03-09,,,,,,,,,,,,,,,,,,,1.0
19738,2014-05-06,0.05014124293785314,7.014220472440945,13.985029411764705,137.375,,,,,105.11026,,57.3575,,,1.0,,,,98.01990000861038,1.0
19762,2014-05-07,0.09131503050995511,8.560935897435899,16.833296296296297,,,,,6.2674,156.56455555555556,,3.16,,,1.0,0.0,0.4,6.8,64.18819999694823,
19786,2014-05-08,0.10563206214689264,57.495925438596494,25.644164948453607,129.85122222222222,,,,7.1116,51.861387096774195,,90.08436363636363,,11.103142857142856,,-0.2,0.4,6.6,121.26243999481204,
31235,2014-05-09,0.11315028129896026,102.71358659217877,27.164765306122447,146.56366666666665,,,,12.8918,117.60033333333334,,48.784,30.225,26.515,,0.2,0.6,6.8,84.2682371041209,
31259,2014-05-10,0.07102007469654532,6.405980891719746,23.753609375,,,,,9.1965,127.45600000000002,,,,9.65075,1.0,0.6,1.0,8.0,71.36411904721032,1.0
31283,2014-05-11,0.07330473856209153,22.037713375796177,34.400814814814815,9.052,,,,8.720600000000001,97.06869230769232,35.2735,,,5.00825,1.0,0.4,0.0,6.2,75.31325000855658,1.0
31307,2014-05-12,0.015353740366202982,19.640048484848485,35.67764761904762,108.99799999999999,,,,6.3073999999999995,73.56317948717948,,61.368,24.091,,,0.0,0.4,6.4,104.35187500715259,
31331,2014-05-13,0.12987183524450582,23.261801801801802,27.61339285714286,41.431,,,,6.739199999999999,81.37089285714286,,2.008,,,,0.4,0.6,7.0,68.89417592905185,
31355,2014-05-14,0.09249834820934023,35.157891089108915,43.216072727272724,40.643,,,,6.6474,105.03154545454545,,,,,1.0,0.0,0.0,6.0,75.81028570873397,1.0
31379,2014-05-15,0.14130829682300272,9.825879194630872,67.82263636363636,62.04299999999999,,,,5.8734,67.47241666666667,70.374,,24.071,,,0.2,0.2,6.4,167.92702564826376,
31403,2014-05-16,0.10708657905748699,15.94828021978022,30.024278145695366,31.930333333333333,,,,7.862,114.96951999999999,,,24.199,,1.0,0.6,0.8,7.4,80.47538596705384,
31427,2014-05-17,0.1334267040149393,9.258828828828829,30.74398181818182,135.9035,,,,7.913200000000001,155.76700000000002,54.498,,,,1.0,0.5,0.5,7.4,72.19682091029723,
31451,2014-05-18,0.09436712184873945,10.841464646464647,40.72767346938775,71.7315,,,,8.8918,102.8823,,219.6265,26.175,,1.0,0.4,0.8,7.2,125.5468545306812,
31475,2014-05-19,0.07498041589517161,6.460912621359224,33.94406122448979,117.722,,,,9.245999999999999,112.301,,,,,1.0,-0.4,1.0,7.4,110.6768703725602,
31499,2014-05-20,0.11844070961718021,10.158695035460992,41.1365306122449,51.644,,,,8.0322,142.38673469387757,106.591,51.963499999999996,,,,-0.4,0.8,7.6,169.25156251341105,
31523,2014-05-21,0.12877008854389213,6.303481481481481,25.770612903225807,74.708,,,,8.3356,197.12044444444444,,,,8.031,1.0,0.2,0.8,7.0,65.30762500688431,
31547,2014-05-22,0.14347572362278238,13.267994923857868,26.654236842105263,92.818,,,,6.1028,98.15603703703702,,,24.179,8.066,1.0,-0.2,0.4,6.6,81.8960444264942,
31571,2014-05-23,0.10403460297162344,16.725,31.376857142857144,,,,,7.2766,185.97342857142857,27.2115,,,,1.0,0.2,0.0,6.2,59.14795555803511,
31595,2014-05-24,0.1388106830809972,11.61829012345679,31.8056091954023,90.7295,,,,103.96033333333334,47.36216949152542,40.60925,,23.201,,1.0,-0.2,1.0,7.6,88.37431111865574,
31619,2014-05-25,0.129498162259254,21.31222695035461,30.74664197530864,202.232,,,,6.570666666666668,109.88595833333333,72.582,,,,1.0,-0.5,1.0,8.0,96.95910586749811,
31643,2014-05-26,0.05465389326822173,9.38469387755102,29.765157142857145,294.056,,,,11.091800000000001,115.8654074074074,,,,19.761599999999998,1.0,0.2,1.0,7.2,92.19771051720572,
31667,2014-05-27,0.027135701676887915,28.484353846153844,63.674510638297875,49.388400000000004,,,,6.6659999999999995,85.99571739130434,,51.333,27.128,16.3955,,0.0,-0.2,5.8,141.8545500079791,
31691,2014-05-28,0.07929917398730787,48.85715384615385,40.64364197530865,72.37614285714285,,,,11.8594,118.06197727272728,68.4215,,,15.360083333333334,1.0,0.6,-0.4,5.4,136.14330001473417,
31715,2014-05-29,0.0285714285714286,3.1067142857142858,18.806,,,,,3.5244999999999997,,,,,,,0.0,0.8,7.4,64.94699994723001,
31739,2014-05-30,,,,,,,,,,,,,,,-0.4,0.0,6.4,,
31763,2014-05-31,,,,,,,,,,,,,,,,,,,
3853,2014-06-01,,,,,,,,,,,,,,,,,,,
31811,2014-06-02,,,,,,,,,,,,,,,,,,,
31835,2014-06-03,,,,,,,,,,,,,,,,,,,
31859,2014-06-04,,,,,,,,,,,,,,,,,,,
31883,2014-06-05,,,,,,,,,,,,,,,,,,,
31907,2014-06-06,,,,,,,,,,,,,,,,,,,
31931,2014-06-07,,,,,,,,,,,,,,,,,,,
3882,2014-06-08,,,,,,,,,,,,,,,,,,,
31959,2014-06-09,,,,,,,,,,,,,,,,,,,
