,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
17055,2014-03-27,,,,,,,,,,,,,,1.0,,,,,1.0
17077,2014-03-28,,,,,,,,,,,,,,1.0,,,,,
17101,2014-03-29,,,,,,,,,,,,,,1.0,,,,,
17125,2014-03-30,,,,,,,,,,,,,,,,,,,
17139,2014-03-31,,,,,,,,,,,,,,1.0,,,,,1.0
17163,2014-04-01,0.16327075702075725,18.62633333333333,73.91195238095239,,,,,57.0125,12.2315,,,12.0465,,1.0,,,,113.4304090738297,1.0
17187,2014-04-02,0.234817017504906,14.6859801980198,30.982171428571426,13.851666666666667,14.54225,,,7.954363636363637,20.643071428571428,,,28.407400000000003,,1.0,0.0,0.6666666666666666,6.666666666666667,237.8933214162077,
17211,2014-04-03,0.19950165661345784,8.854912280701754,27.696875,11.504272727272728,19.074,,,40.45,15.2546,,,12.046,,1.0,0.6,1.0,6.6,342.9177692242157,
17235,2014-04-04,0.13380405046845267,18.60671875,16.734875,9.30578947368421,,,,9.051,71.27433333333333,,,41.6898,,1.0,0.4,0.4,6.8,106.6690833469231,
17259,2014-04-05,0.24320235873090723,17.14777906976744,41.89158823529412,14.111866666666666,2.034,,55.16966666666667,15.087000000000002,,8.542333333333334,,24.904,,1.0,0.8,0.6,7.4,262.51045455715854,
17283,2014-04-06,0.16746382304680316,22.6402,35.105291666666666,16.195444444444448,27.022499999999997,,,15.460999999999999,17.041,,,13.417666666666667,,1.0,0.0,0.2,6.6,294.13384613623975,1.0
17307,2014-04-07,0.14697043087965841,20.004181818181817,37.917863636363634,14.729666666666667,36.157,,,11.035,30.115000000000002,,,,,1.0,0.2,0.2,6.6,184.61413335005454,1.0
17331,2014-04-08,0.14309655460155837,15.263397849462365,26.026944444444446,13.67695238095238,64.352,,12.234,13.345315789473682,28.07509090909091,,,39.29,,1.0,0.6,0.6,7.0,39.909962948457704,
17355,2014-04-09,0.21966037814426126,9.330694656488548,31.991534246575345,12.508526315789474,27.095,,6.1530000000000005,10.160571428571428,22.970100000000002,,,31.6645,,1.0,0.2,0.6,7.0,37.380869152389955,
17379,2014-04-10,0.20133600688258002,18.38740495867769,54.37771428571428,10.602933333333334,,,17.8835,12.488,25.398583333333335,,,56.93328571428572,,1.0,0.4,0.6,7.2,121.61046362356701,1.0
17403,2014-04-11,0.27244674173205335,24.617140684410646,42.42231782945737,11.536785714285713,52.845333333333336,,31.898833333333332,8.755700000000001,26.7855,,,157.69583333333335,,1.0,0.6,1.2,7.8,75.56256592797708,1.0
17427,2014-04-12,0.22101963704498265,11.382327868852459,42.01669444444445,,32.255,,11.034500000000001,9.031,21.097,,,,,1.0,0.6,0.8,7.0,282.8647931033169,
17451,2014-04-13,0.3745078870731221,19.47020987654321,27.439,13.343857142857141,,,7.158,12.6346,15.0755,,,68.321,,1.0,-0.6,1.0,6.8,162.30927451451615,1.0
17475,2014-04-14,0.12203956005680147,18.366022471910114,32.92330769230769,24.359750000000002,6.018,,5.664,17.015833333333337,41.72516666666667,,,20.634,,,-0.8,0.0,6.2,106.73067162997685,1.0
17499,2014-04-15,0.16270451908483252,14.564,30.088263157894737,4.9925,49.322,,,8.031500000000001,,,,31.454200000000004,,1.0,0.0,0.75,7.0,60.89697366639189,
17523,2014-04-16,0.15689429525882798,15.150358974358973,32.974242424242426,9.8313,31.3678,,13.916166666666667,11.575666666666667,8.841,,,35.867999999999995,,1.0,0.0,0.5,6.75,52.35878651597527,
17547,2014-04-17,0.1757913122641471,7.225283464566929,20.889546391752578,14.627421052631579,34.609500000000004,,8.527999999999999,7.153700000000001,11.015857142857143,,,25.816000000000003,,1.0,0.6,1.0,7.0,24.236391885860545,
17571,2014-04-18,0.08391203703703702,287.8342205882353,59.34092857142857,54.69497222222222,,,,11.663083333333333,17.320461538461537,,,4.0205,,1.0,0.2,0.8,6.8,130.91365431267545,
17595,2014-04-19,0.4626559157521546,8.935698275862068,20.245225352112676,12.164,,,,15.208666666666666,8.028,,,26.406333333333333,,1.0,0.8,1.2,7.8,22.171169816323047,
17619,2014-04-20,0.4026460998855776,11.171816666666667,23.422047619047618,117.873,,,11.313625,10.8846,20.86357142857143,23.826666666666668,,27.66222222222222,,,1.2,1.6,8.0,35.053962966542194,
17642,2014-04-21,0.12294231059851525,28.409061728395063,53.80826530612245,31.216538461538462,74.317,,37.96114285714286,19.60876470588235,26.738714285714284,,,11.5119,,1.0,0.2,0.4,6.4,96.44349463011629,1.0
17666,2014-04-22,0.14306033075740893,10.48875221238938,48.9633125,9.981178571428572,,,8.108,22.533133333333335,25.811230769230768,,,150.360875,,,0.0,1.0,7.0,98.3550714230051,1.0
17690,2014-04-23,0.14131944444444447,13.223435294117646,32.6823125,6.85625,30.798750000000002,,24.195,6.5879,18.547,,,175.95000000000002,,1.0,0.8,1.0,7.0,42.9513660178465,
17714,2014-04-24,0.14166666666666666,14.143578431372548,47.82767164179105,9.397411764705883,32.102,,4.008,10.82625,10.0285,38.1396,,112.00280000000001,,1.0,0.25,0.75,6.5,55.88738235539082,
17738,2014-04-25,0.2280129928315412,19.719160337552744,32.7450101010101,17.429083333333335,,,,25.706999999999997,17.06275,101.301,,35.5175,,1.0,1.0,1.0,7.0,41.86856021057248,
17762,2014-04-26,0.48064681332303033,11.309318302387268,27.68103816793893,28.2875,85.333,,2.0084999999999997,24.283666666666665,10.5042,22.89075,5.064,11.461714285714285,,1.0,0.3333333333333333,1.0,7.0,44.73710476898012,1.0
17785,2014-04-27,0.08819444444444446,11.554999999999998,30.46816,32.5624,,,13.111999999999998,12.871666666666666,63.535250000000005,,,44.426500000000004,,1.0,1.0,1.2,7.4,51.55389999449257,
17807,2014-04-28,0.12152777777777779,10.723891156462585,32.43368518518519,15.97888888888889,52.6825,,8.6208,44.36046666666666,25.435,,,36.71357142857143,,1.0,0.8,0.8,6.8,41.87781248800456,1.0
17831,2014-04-29,0.11588613406795228,7.675202312138728,24.593325581395348,25.507571428571428,12.4053,,6.355333333333334,25.996230769230767,27.79657142857143,,,21.104400000000005,,1.0,0.3333333333333333,1.0,7.0,31.232086959092506,1.0
17855,2014-04-30,0.13729645593869727,8.47413407821229,27.314686274509803,13.282333333333332,,,15.704545454545455,44.53391666666667,34.01,47.282,,250.8473333333333,,1.0,0.4,0.8,7.0,58.01385087925095,
17879,2014-05-01,0.04472357377350195,17.289653061224488,46.73741666666667,17.424272727272726,19.5655,,6.447,6.360571428571428,15.63,,,146.96450000000002,,,0.8,1.0,7.0,57.4325492952911,1.0
17903,2014-05-02,0.227085562427016,11.195043209876543,38.13710769230769,8.78188888888889,26.08,,12.068,7.57075,53.84807142857143,45.2375,,38.998090909090905,,1.0,1.0,1.0,7.0,126.3170270275425,1.0
17927,2014-05-03,0.060900049006504496,8.9252,26.2000625,,,,2.112,24.299545454545456,53.183,,,231.586,,,1.0,1.2,7.4,79.28950000726277,
17951,2014-05-04,0.0061580925942242085,11.140625,4.132,,,,,,,,,,,,0.8,1.0,7.2,16.58700002323497,
17972,2014-05-05,0.008328883576947317,13.815000000000001,,,,,,14.034,,,,,,,0.75,1.0,7.0,80.49899995326996,
136646,2014-02-23,,,,,,,,,,,,,,,,,,,
136650,2014-02-24,,,,,,,,,,,,,,1.0,,,,,1.0
136690,2014-03-02,,,,,,,,,,,,,,,,,,,
136695,2014-03-04,,,,,,,,,,,,,,1.0,,,,,1.0
136724,2014-03-08,,,,,,,,,,,,,,1.0,,,,,1.0
136735,2014-03-09,,,,,,,,,,,,,,,,,,,
19738,2014-05-06,,,,,,,,,,,,,,,,,,,
19762,2014-05-07,0.25,27.33175,5.5175,,,,,,,,,,,,0.5,1.0,6.75,54.53999996185292,
19786,2014-05-08,,,,,,,,,,,,,,,1.0,1.0,7.0,,
31235,2014-05-09,,,,,,,,,,,,,,,0.6666666666666666,1.0,7.0,,
31259,2014-05-10,,,,,,,,,,,,,,,1.0,1.0,7.333333333333333,,
31283,2014-05-11,,,,,,,,,,,,,,,0.4,1.0,7.0,,
31307,2014-05-12,,,,,,,,,,,,,,,1.0,1.0,7.0,,
31331,2014-05-13,,,,,,,,,,,,,,,1.0,1.0,7.0,,
31355,2014-05-14,,,,,,,,,,,,,,,1.0,1.0,7.0,,
31379,2014-05-15,,,,,,,,,,,,,,,0.5,1.0,7.0,,
31403,2014-05-16,,,,,,,,,,,,,,,,,,,
31427,2014-05-17,0.026726726726726716,6.232,33.003,,,,,,,,,59.8665,,,,,,55.22800008455926,
31451,2014-05-18,,,,,,,,,,,,,,,,,,,
31475,2014-05-19,,,,,,,,,,,,,,,,,,,
31499,2014-05-20,,,,,,,,,,,,,,,,,,,
31523,2014-05-21,,,,,,,,,,,,,,,,,,,
31547,2014-05-22,,,,,,,,,,,,,,,,,,,
31571,2014-05-23,,,,,,,,,,,,,,,,,,,
31595,2014-05-24,,,,,,,,,,,,,,,,,,,
31619,2014-05-25,,,,,,,,,,,,,,,,,,,
31643,2014-05-26,,,,,,,,,,,,,,,,,,,
31667,2014-05-27,,,,,,,,,,,,,,,,,,,
31691,2014-05-28,,,,,,,,,,,,,,,,,,,
31715,2014-05-29,,,,,,,,,,,,,,,,,,,
31739,2014-05-30,,,,,,,,,,,,,,,,,,,
31763,2014-05-31,,,,,,,,,,,,,,,,,,,
3853,2014-06-01,,,,,,,,,,,,,,,,,,,
31811,2014-06-02,,,,,,,,,,,,,,,,,,,
31835,2014-06-03,,,,,,,,,,,,,,,,,,,
31859,2014-06-04,,,,,,,,,,,,,,,,,,,
31883,2014-06-05,,,,,,,,,,,,,,,,,,,
31907,2014-06-06,,,,,,,,,,,,,,,,,,,
31931,2014-06-07,,,,,,,,,,,,,,,,,,,
3882,2014-06-08,,,,,,,,,,,,,,,,,,,
31959,2014-06-09,,,,,,,,,,,,,,,,,,,
